% Model:              Luke_electric_field_simulation_V2.mph
% Version:            COMSOL 5.6.0.401
% Date:               Mar 11 2024, 22:31
% Dimension:          3
% Nodes:              5305
% Expressions:        1
% Description:        Multislice
% x                       y                        z                        Color
-29.88393050245515        3.200558893165876        0                        -1.0186340659856796E-11
-28.53811731786693        1.4809519087304284       0                        -4.850638409455617E-12
-32.38557711770027        0.6618559020280781       0                        -6.6696278130014735E-12
-31.173119402423946       1.5682820772686976       0                        -2.078845032623836E-12
-29.81172958938577        0.6987180590782005       0                        1.2126596023639042E-12
-31.038112984603885       -0.06749224693944988     0                        4.850638409455617E-12
-29.734300127200893       -0.8687018813295118      0                        7.882287415365378E-12
-23.632860710570476       -8.226213268524464       0                        7.882287415365378E-12
-24.740941578575356       -7.950980904105129       0                        -6.063298011819522E-12
-22.862092982639627       -7.384358606285935       0                        -1.0913936421275138E-12
-26.06759785925246        -7.784796033470702       0                        -3.637978807091713E-12
-29.69395604736703        -2.4334707820398327      0                        -2.1221543041368327E-12
-28.465839823784982       -1.562899123888791       0                        -7.579122514774403E-12
-28.282271472949205       -3.10872002829484        0                        -1.5158245029548805E-12
-27.131326003899524       -2.1759396599400946      0                        1.5158245029548805E-12
-26.932890771273442       -3.757637769311522       0                        -3.3348139065007367E-12
-27.322080297733656       -0.6442034230018572      0                        3.637978807091713E-12
-28.055301354127593       -4.680511203471459       0                        -4.547473508864641E-12
-36.344902114059046       8.322392104196275        0                        6.063298011819522E-12
-34.46211213667745        10.20284191796171        0                        -6.6696278130014735E-12
-34.8890887937033         8.755346584561776        0                        3.941143707682689E-12
-35.239109285523256       7.299463529915559        0                        -9.094947017729282E-13
-33.17125336390454        4.029403311183243        0                        -7.275957614183426E-12
-34.34504536752538        4.953498934145905        0                        -5.4569682106375694E-12
-32.98460553856857        5.4520833367053045       0                        3.637978807091713E-12
-35.52015450180876        5.85501482041405         0                        -3.941143707682689E-12
-36.65375434644414        6.817823182184931        0                        -3.941143707682689E-12
-34.13324472940721        6.333191220798954        0                        2.7284841053187847E-12
-31.601222383559108       6.001908072649683        0                        7.048583938740194E-12
-32.82131468411809        6.8170914811857255       0                        3.031649005909761E-12
-30.641796910942176       4.994275989585169        0                        -3.183231456205249E-12
-30.323257289798903       6.035570033954874        0                        -1.5597834135405718E-11
-29.48804592751086        5.457653800328444        0                        -4.547473508864641E-12
-29.49924120428059        4.212425866665949        0                        -7.275957614183426E-12
-29.5473480717131         6.645159813651125        0                        -1.2732925824820995E-11
-28.313457770863007       6.136388447027846        0                        -6.063298011819522E-12
-28.616826800122126       7.606881826583749        0                        -8.12048840868686E-14
-27.446288307323194       6.945774364938343        0                        4.365574568510055E-12
-13.787158103694813       -20.761056947916593      0                        -3.3781231780137336E-12
-14.854754627554337       -22.03797455059899       0                        -2.3387006617018156E-12
-13.43432840692347        -22.223114374185585      0                        -5.760133111228545E-12
-14.097808540187259       -23.129196393671         0                        1.4551915228366853E-12
-13.132163148151541       -23.458691732345684      0                        -4.244308608273665E-12
-10.22378358969215        -32.87316523437391       0                        -6.366462912410498E-12
-10.564340273214228       -31.51023685238813       0                        -6.063298011819521E-13
-10.905135533595589       -30.048828962325825      0                        0
-9.680590618636119        -30.43830280397016       0                        1.1368683772161603E-11
-8.27312029109224         -34.95770049318965       0                        -6.063298011819522E-12
-3.3302434901134133       -40.912083879441354      0                        -103.38772218637823
-8.240648156850574        -41.16769067420742       1.1102230246251565E-16   -838.3760826060176
-9.281711474708663        -42.08702166132818       -1.1102230246251565E-16  -584.1877524614875
-9.654591630446335        -41.17304241148937       -1.1102230246251565E-16  -814.1647027576986
-7.506996540369569        -43.393318849858126      -1.1102230246251565E-16  -228.40422635623642
-6.271098558843551        -36.80018305916492       0                        4.850638409455617E-12
-6.741139774730805        -35.324926315770924      0                        5.002220859751105E-12
-5.143424246299293        -35.51800154578462       0                        6.366462912410498E-12
-4.707133048144488        -37.20395526634144       0                        2.4253192047278085E-12
-3.5792671483264584       -36.29253941797432       0                        5.4569682106375694E-12
-3.443508255682513        -37.43532188415339       0                        3.7289282772690055E-12
-2.374177548357551        -36.974423016371944      0                        -1.2126596023639042E-12
-8.722227272051295        -33.42757695517228       0                        6.063298011819521E-13
-11.166663534058456       -28.886287469879147      0                        -5.820766091346741E-12
-10.115017141811958       -28.99918183722125       0                        6.518045362705986E-12
-10.71685731161949        -27.846901811271927      0                        -1.039422516311918E-11
-9.575767117988052        -28.12400253929868       0                        1.4551915228366853E-12
-5.906018713253218        -34.178291576657244      0                        7.0106883261663216E-12
-3.701273647449618        -34.91698347280339       0                        4.244308608273665E-12
-4.701124059149208        -34.18994828208242       0                        1.1368683772161603E-12
-2.4635832879587802       -35.58321775274043       0                        -1.8189894035458565E-12
-7.363325247426655        -27.07844173071583       0                        -1.8189894035458565E-12
-8.475187301274316        -27.704326292703804      0                        6.063298011819521E-13
-8.566241766092363        -26.30302968681086       0                        -4.850638409455617E-12
-9.646732965541256        -26.968071316484348      0                        3.031649005909761E-12
-10.76943006408676        -26.33898600191668       0                        -6.063298011819521E-13
-9.721100456374298        -25.594905347713677      0                        -2.4253192047278085E-12
-8.650076206099072        -24.916522159017727      0                        -3.637978807091713E-12
-9.782940776495373        -24.22551468004245       0                        0
-11.996936504224445       -24.145243756697155      0                        -3.031649005909761E-12
-10.842395020064167       -24.925441805364002      0                        1.152026622245709E-11
-10.990499846477709       -23.521743200787345      0                        8.48861721654733E-12
-12.18670254749808        -22.76722109682803       0                        -4.850638409455617E-12
-7.414351033799222        -25.628409434977783      0                        3.637978807091713E-12
-12.358362827491986       -21.372756192869968      0                        4.244308608273665E-12
-12.427183096249419       -19.99484226330558       0                        3.031649005909761E-12
-13.5559140488164         -19.217541252897917      0                        2.1221543041368327E-12
-11.096711919345871       -22.075957977830754      0                        5.4569682106375694E-12
-9.850448457511126        -22.80029772910755       0                        0
-9.88580137839897         -21.35708577921753       0                        -4.244308608273665E-12
-11.121526550698855       -20.645198503257504      0                        7.275957614183426E-12
-9.885801378398991        -19.93331122729744       0                        -4.850638409455617E-12
-8.650076206099094        -20.645198503257483      0                        -4.850638409455617E-12
-8.650076206099094        -22.068973055177572      0                        -1.2732925824820995E-11
-8.650076206099072        -23.492747607097694      0                        1.2126596023639042E-12
-7.414351033799214        -22.78086033113763       0                        -7.882287415365378E-12
-3.2522064108142086       -41.54009194129972       1.3877787807814457E-17   323.04335439681137
-2.801390856988312        -42.396370213507446      0                        680.6388825051949
-2.0281510785788033       -41.33272195708524       5.551115123125783E-17    1160.83944970716
-1.4001707297976576       -41.57339461854026       8.326672684688674E-17    1228.846795232687
-7.3326955358022445       -43.72606107020269       -8.326672684688674E-17   -194.56515669804608
-4.590247207707162        -41.10641571607103       -2.7755575615628914E-17  -558.1732076243464
-5.543067388155421        -41.22254578247781       -2.7755575615628914E-17  -295.0850018551579
-3.657928953069285        -42.53929277983741       -5.551115123125783E-17   474.9045081440261
-4.571903531737303        -41.921201451243206      0                        56.93993341860707
-5.081817549036023        -41.9448905694319        -5.551115123125783E-17   -61.121243316643685
-5.240312703550881        -43.27388347134098       0                        31.669142469125767
-5.372884065364611        -44.456396722963945      0                        150.47608221830427
-6.933677490863684        -43.70799418936056       1.1102230246251565E-16   -116.41538077021184
-4.5736870796162945       -43.66028506573695       -1.1102230246251565E-16  248.39561822061427
-3.51238866284788         -43.32444835595726       1.1102230246251565E-16   577.3715746438121
-6.196052997099969        -40.90677610674274       5.551115123125783E-17    -705.3500080845762
-5.770538130081134        -42.41847678915168       0                        -181.63831251811663
-7.155339346911289        -43.42352402213923       -2.7755575615628914E-17  -202.07588961710164
-6.099981041610848        -41.34243492940986       0                        -349.9773060309917
-3.1876186235305966       -42.73562379916448       -5.551115123125783E-17   555.9725988216502
0.7216030116821927        -41.13181032747342       -2.7755575615628914E-17  5797.699244535531
-3.697626631709152        -33.470599435852826      0                        4.850638409455617E-12
-2.477234295951522        -34.16941057431138       0                        0
-41.024481478780416       -8.795742256504125       2.7755575615628914E-17   -4778.335978598005
-41.232050159234056       -8.109868750810126       2.7755575615628914E-17   -5114.4934471694905
-41.511154403274574       -7.0143362435925996      -1.6653345369377348E-16  -5297.348708637121
-41.145386972322555       -8.639859958887671       0                        -5094.144390847699
-41.827202203546875       -10.523672456463135      -1.1102230246251565E-16  -4367.730419100996
-41.19719278508068        -8.96845784307284        0                        -5058.604904483366
-40.36379643058117        -10.285661176652145      5.551115123125783E-17    -5281.117265411119
-41.23332720906724        -11.14740077692619       -5.551115123125783E-17   -4467.507784298448
-40.218428232949286       -21.474669937534117      0                        -2832.748624264546
-43.06364357060563        -22.249017938848787      -1.1102230246251565E-16  -2529.305128252847
-41.40362367725185        -21.634143054373716      -2.220446049250313E-16   -2662.4014811172037
-41.53433723654611        -23.519834396855295      5.551115123125783E-17    -2439.7187839245794
-39.7229968591517         -18.834506853077613      1.1102230246251565E-16   -3274.4168124480616
-38.328251733439465       -18.061796644935676      0                        -3978.666163313289
-39.819315455972784       -20.735777698094452      5.551115123125783E-17    -2997.2248626974497
-41.0517352986256         -12.053428977733207      0                        -4348.910579587146
-40.950483229712184       -13.361607002458083      5.551115123125783E-17    -4102.172807001304
-41.83890311359143        -13.328252465030278      0                        -3889.3273340420424
-41.57873358518198        -11.777947749509579      -1.1102230246251565E-16  -4223.544158456594
-41.268553161535216       -13.152796730512469      0                        -4074.86182204332
-42.343507546451846       -12.964325374918602      0                        -3837.9666372424435
-42.35091563479194        -18.38570766580867       8.673617379884035E-19    -3033.069606105524
-42.600727470409105       -18.553069757831665      -8.673617379884035E-19   -3001.7193301901007
-42.605175993714006       -18.571803992845243      8.673617379884035E-19    -2996.318222782862
-42.61082826231245        -18.545364703082726      8.673617379884035E-19    -2994.1680165530347
-43.89070151341102        -14.780076291902375      -3.3306690738754696E-16  -3334.5891080397273
-42.95839118951271        -13.84785881865162       0                        -3613.0005187806987
-42.62190726210599        -18.52143913374835       0                        -2998.5087347272492
-43.8249541362812         -14.06882635970541       3.3306690738754696E-16   -3440.8872033483176
-41.19484442408903        -24.60388473713472       1.1102230246251565E-16   -2317.4113720910823
-47.27176756920459        -27.867106382987302      5.551115123125783E-17    -1802.6284951251832
-46.460778755535856       -28.69282334194692       0                        -1729.9846625575635
-46.40311685953244        -28.089352590308906      -5.551115123125783E-17   -1785.9042659251024
-46.52825764121307        -27.096403230799453      -1.1102230246251565E-16  -1873.3894394795407
-42.30838036385198        -24.899319497977697      1.1102230246251565E-16   -2232.518887716704
-44.253135715107355       -24.616860325146927      1.1102230246251565E-16   -2175.77478176547
-43.91695430798326        -26.160401712470765      1.1102230246251565E-16   -2039.5856090734346
-42.919497043724945       -25.98844014926022       -1.1102230246251565E-16  -2081.348574812886
-45.415477364061076       -22.764823400980134      -2.220446049250313E-16   -2324.6739669627145
-42.62130793694929        -18.567222726966893      0                        -2998.466294603206
-44.53531093760026        -39.74527479425506       0                        -787.0570032213078
-46.6805266704246         -36.993883962172674      1.3877787807814457E-17   -1000.9408662333702
-43.6785700821442         -36.19188259438632       0                        -1079.9730139590854
-42.123412033966574       -41.187077159228         2.220446049250313E-16    -686.2640511074783
-42.2000803104904         -38.509069140405714      2.220446049250313E-16    -904.4743425887092
-37.19422355351257        -36.31246869520569       5.551115123125783E-17    -1194.9958564943713
-37.536920863723424       -36.08774867487381       5.551115123125783E-17    -1200.2581835182818
-41.33680906017072        -38.18036123558816       -1.1102230246251565E-16  -944.2895046401177
-41.99911067163965        -30.61473504097713       -1.3877787807814457E-16  -1631.7505315183469
-42.00002373908733        -30.949474499193904      5.551115123125783E-17    -1594.1291103285498
-42.31011266468223        -30.677733868329803      1.942890293094024E-16    -1623.4528512274997
-42.33621260503815        -30.424575944396278      0                        -1645.1564554608176
-42.10723969755068        -30.407721080305866      8.326672684688674E-17    -1649.0799902817616
-42.39734756443468        -31.42406875194601       0                        -1547.3004581851576
-38.0984885517007         -35.62860362910867       0                        -1227.012699069337
-40.92568936953606        -34.13410047649404       -1.1102230246251565E-16  -1301.7976268412924
-42.67444409579204        -34.971636759648         0                        -1211.6773845292314
-41.33427732546861        -36.527242958392485      0                        -1095.160375432378
-42.66966692941571        -28.042319081490355      -6.661338147750939E-16   -1860.3820037422004
-44.14561738325551        -28.228884569677085      2.220446049250313E-16    -1816.218758261696
-45.060750598609744       -31.874135281983293      0                        -1435.2242520150908
-46.09943059240386        -33.16921665376109       2.220446049250313E-16    -1320.8209821534278
-46.749163533862024       -36.809587297658396      1.3877787807814457E-17   -1011.8038650623113
-44.03445779603869        -34.77638050454116       1.1102230246251565E-16   -1203.7272851604796
-46.80069105188179        -36.945449591438944      1.3877787807814457E-17   -1002.6714822401659
-45.115518745246455       -15.70573684403281       -1.1102230246251565E-16  -3167.052813536911
-49.999999999999986       -21.320125378005287      -2.309263891220326E-14   -2412.5506646804997
-47.5317892759589         -24.184539400478403      -2.220446049250313E-16   -2138.1939962988727
-49.99999999999999        -26.072283783251255      -2.220446049250313E-16   -1941.3467256421154
-46.74702296825169        -18.21720066106007       0                        -2753.273055099149
-46.1757518923428         -21.553426992575837      -4.440892098500626E-16   -2425.5189280193026
-42.62278915754569        -18.55494232541438       8.673617379884035E-19    -2998.4822472514525
-19.22765621959121        -11.009815259395056      0                        -3.0316490059097606E-13
-18.075135819752273       -10.856015304659929      0                        -3.637978807091713E-13
-18.708324996358886       -9.564711296266095       0                        3.1182675489357538E-12
-17.231200841116873       -10.02681972691139       0                        -3.941143707682689E-12
-3.045902991203976        -45.80745835401915       0                        516.7066214722578
-3.6884333209074045       -45.73086529909798       0                        393.08375016439186
-3.2490857664897717       -43.86595106388267       -8.326672684688674E-17   602.8486524445618
-4.466925205712204        -44.469214755190364      1.1102230246251565E-16   321.9356510902263
-21.320125378005315       -50                      1.1368683772161605E-13   12.743196233467621
-18.983383064484492       -42.62176522564044       0                        -784.3161007601482
-21.56719963814276        -44.05143424216135       -5.551115123125783E-17   -615.3803357838269
-20.850484122352363       -40.87198071459113       -2.7755575615628914E-17  -1013.935083532095
-20.967320022598663       -40.71568368659688       -2.7755575615628914E-17  -1045.5867000971907
-13.0968897572668         -46.58119349815781       1.1102230246251565E-16   -274.30693710376204
-10.595802724105102       -46.11684406796838       0                        -252.3232533213431
-16.436087781690304       -49.99999999999999       0                        -10.785922146246252
-14.735169483741615       -47.888770570188655      -2.220446049250313E-16   -162.79832328179623
-9.968734314269563        -45.86612699294227       0                        -219.90745906675585
-6.025832012033658        -45.54436351569902       -5.551115123125783E-17   90.24164354398918
-5.464288622854692        -46.22163289263007       5.551115123125783E-17    163.79147226690776
-6.7190807455466395       -46.850159804831364      -1.1102230246251565E-16  31.738170358799447
-6.808133881443742        -46.09392208858016       1.1102230246251565E-16   7.324411819569977
-8.465649384808497        -46.08491970586307       0                        -105.16291566854194
-11.396213208067648       -49.618096314677686      0                        -17.802112391531455
-11.672896558624409       -50.00000000000001       -2.7755575615628914E-17  -1.5127951004833784
-11.12467722656962        -49.714357760140544      0                        -34.62897701534183
-9.890057355367146        -48.91326363998324       0                        -13.574108216156924
-10.881547651770653       -49.82027830602385       -2.7755575615628914E-17  -13.12968393000355
-23.6485381672374         -45.95957765983915       2.220446049250313E-16    -385.0041993542725
-21.839641895523368       -44.29760527653476       -5.551115123125783E-17   -578.9395133231839
-26.100104481671103       -49.99999999999999       2.220446049250313E-16    -2.6694626445803338E-12
-32.449472828240346       8.17268009093313         0                        -7.579122514774403E-12
-33.429512556349366       9.184616218546708        0                        3.031649005909761E-12
-31.994716100573118       9.396364597784096        0                        -6.97279271359245E-12
-33.03547569591051        10.471775437032155       0                        1.0610771520684163E-12
-34.44196757440617        14.184215803620674       0                        5.305385760342081E-12
-33.53251877501541        12.967968896493954       0                        2.7284841053187847E-12
-35.03350988482714        12.740531845466906       0                        -5.305385760342081E-12
-34.038129070555826       11.586590648296657       0                        -5.4569682106375694E-12
-31.64298878613984        10.764776933008553       0                        2.2737367544323206E-12
-41.8363734005258         0.052973761218788495     -2.0816681711721685E-17  -5174.5798681910455
-41.89480939846394        0.44773555296664713      0                        -5276.454096199548
-41.96159732970013        0.21690801067447907      0                        -5642.844166963749
-41.9951752933603         -1.1459897624380266      -5.551115123125783E-17   -5499.7114880779
-41.08936467825661        -5.31212605159613        -1.3877787807814457E-16  -5924.611632927458
-41.675753832431255       -6.601586053506315       0                        -5165.212741941277
-42.37462137961678        -5.248911150276731       0                        -4852.746879170266
-41.77019676582216        -4.072794953983916       0                        -5418.837768080368
-42.60462800906588        -3.618607213536671       5.551115123125783E-17    -4956.853439282501
-42.069934729392614       -3.213337909028327       1.1102230246251565E-16   -5259.632232544585
-42.57246746049648        -2.2609470456854535      -1.1102230246251565E-16  -5040.481631185913
-41.87874816118231        -2.3104521107710116      5.551115123125783E-17    -5451.8180640717765
-42.45197342302721        -7.507111426804189       2.7755575615628914E-17   -4679.47332173749
-43.109723270467505       -8.011062733495566       -5.551115123125783E-17   -4350.349539985703
-43.216842778744024       -7.250230846534693       -5.551115123125783E-17   -4396.556379865182
-43.382074260151946       -7.873026109892937       0                        -4263.719135780711
-43.345076468328905       -11.238984131566498      0                        -3854.3021335528488
-42.53390893689497        -11.455184381753782      5.551115123125783E-17    -4031.7898644317174
-43.02802028743425        -12.170744728140793      1.6653345369377348E-16   -3834.319660967011
-43.57904709829775        -11.621005414599413      0                        -3810.4104961320572
-44.08580932167894        -11.18489792519052       -1.1102230246251565E-16  -3787.9217414089
-44.60174604945093        -13.10931311317635       -2.220446049250313E-16   -3482.1230109039197
-44.5726484357417         -14.201550438890035      1.1102230246251565E-16   -3375.262220792659
-32.583691378361955       11.828825574863819       0                        7.275957614183426E-12
-32.023613129496866       13.184679804661585       0                        2.4253192047278085E-12
-41.13624643017127        2.93028928420671         0                        -6189.5938733219045
-41.479109572521864       3.4972766609834687       -2.7755575615628914E-17  -6000.575652303677
-41.40757961235401        2.1726653912655753       0                        -5367.743287311685
-42.389063745094795       2.485668939543611        5.551115123125783E-17    -5191.935210645595
-42.182099839262875       2.984586057783982        2.7755575615628914E-17   -5234.078773864561
-42.09472350911577        2.199512896988159        0                        -5420.704951373735
-43.084910451351426       -2.672646625426094       1.6653345369377348E-16   -4873.370586234242
-41.062199040198294       3.8013293945840303       -1.1102230246251565E-16  -6164.588918048386
-41.04812735588652        5.155314517124589        1.1102230246251565E-16   -5936.568932183764
-41.4870293545072         4.315137993236956        -2.7755575615628914E-17  -5633.711109187305
-41.96285432985185        0.3508591787139632       -5.551115123125783E-17   -5706.281449304732
-42.552011803597736       2.0928585340559307       -1.6653345369377348E-16  -5121.632126327574
-26.617320695689          -6.769736289688215       0                        -1.1641532182693482E-11
-26.433248319787168       -5.413801845992676       0                        2.598556290779795E-13
-25.033013822158487       -5.272366692366469       0                        1.1641532182693482E-11
-25.511593442768525       -4.132294562744621       0                        1.5158245029548805E-12
-23.972089166787747       -5.828339088676867       0                        8.48861721654733E-12
-24.109297485135905       -4.523314145480378       0                        0
-23.14486407648435        -5.151509792148428       0                        6.366462912410497E-13
-22.808397664827783       -3.966476633138296       0                        -1.948917218084846E-12
-24.126689401060048       -3.0282925276724497      0                        1.3252637082976954E-11
-25.782833624708083       -2.634761899407908       0                        0
-26.022111048900953       -1.1559855001368964      0                        4.244308608273665E-12
-24.643266336483087       -1.579557092472945       0                        4.6990559591601295E-12
-22.08739130903333        -5.092364538065589       0                        -4.4716822837168974E-12
-21.20484501142352        -8.34864077631777        0                        3.183231456205249E-12
-20.537974501423108       -7.452226471449531       0                        -1.9705718538413444E-12
-22.703852219587304       -6.2591987504262505      0                        9.484730461346252E-12
-21.825388645919766       -3.059936750660069       0                        -1.5158245029548805E-11
-22.761305559529358       -2.71167608305243        0                        4.0017766878008846E-12
-21.63058140910579        -4.159474545954903       0                        -8.185452315956354E-13
-23.843103801465773       -6.923568959274447       0                        1.5158245029548805E-12
-21.79842364400899        -7.216788081313878       0                        4.547473508864641E-12
-18.855764168234085       -7.7146193019832126      0                        -1.948917218084846E-12
-19.902680486040932       -6.327643324464011       0                        -6.214880462115009E-12
-17.380487722555834       -8.581323847089223       0                        1.2126596023639044E-11
-18.54796289275869        -6.142264218644658       0                        9.549694368615746E-12
-14.613019013568929       -18.440578615633047      0                        7.882287415365378E-12
-14.594142967180188       -17.010108269517467      0                        -1.2126596023639042E-12
-13.498523538960734       -16.414506873889362      0                        1.2126596023639044E-11
-14.684650785949188       -15.702516594456688      0                        -1.2126596023639042E-12
-11.1215265506989         -19.22142395133738       0                        6.6696278130014735E-12
-13.474997520345278       -17.823899178721927      0                        0
-12.357251722998798       -18.509536675377273      0                        7.275957614183426E-12
-12.357251722998745       -17.08576212345711       0                        6.063298011819522E-12
-17.044679818088696       -12.787878594408594      0                        6.063298011819521E-13
-17.10792008259896        -11.371912063869372      0                        -1.3339255626002947E-11
-15.99700370256368        -10.727038811125018      0                        -2.4253192047278085E-12
-16.075127910387803       -9.270147645532862       0                        -4.850638409455617E-12
-14.828702067598586       -9.96688936385647        0                        4.850638409455617E-12
-15.910028192126997       -13.627707762589198      0                        0
-15.927699949111824       -12.187092840468306      0                        6.063298011819521E-13
-14.725874310965995       -12.856661242863158      0                        6.063298011819521E-13
-14.828702067598583       -11.390663915776836      0                        7.275957614183426E-12
-13.54651921970232        -15.00069643506814       0                        -1.2126596023639042E-12
-14.781778363695922       -14.326482431063441      0                        6.063298011819522E-12
-13.592976895298593       -13.526325743656974      0                        -3.637978807091713E-12
-13.592976895298643       -12.102551191736898      0                        -3.031649005909761E-12
-12.357251722998713       -14.238213019616989      0                        1.2126596023639042E-12
-12.35725172299871        -15.661987571537042      0                        2.4253192047278085E-12
-12.357251722998733       -12.81443846769692       0                        1.2126596023639042E-12
-11.12152655069885        -16.37387484749709       0                        6.6696278130014735E-12
-11.121526550698885       -17.79764939941719       0                        6.063298011819521E-13
-28.237703829324975       4.64782240434849         0                        -3.031649005909761E-12
-27.103709014514322       3.8955002873944484       0                        4.850638409455617E-12
-27.20698536666283        2.349087665215292        0                        6.063298011819522E-12
-25.62502198114995        4.604918627951179        0                        -7.579122514774403E-12
-26.85810206035844        5.568085798306896        0                        1.5591337744678769E-12
-27.310388917538962       0.8455813127384308       0                        9.094947017729282E-12
-26.143043155392935       0.242934592221999        0                        -1.2126596023639042E-12
-24.9109705405265         -0.1774773509197396      0                        6.063298011819521E-13
-28.553871747989902       -0.04461206977509758     0                        7.275957614183426E-12
-25.853697204825277       3.0993403086249454       0                        9.094947017729282E-12
-26.059221881154986       1.6228250347505875       0                        1.8189894035458565E-12
-25.05801081852389        1.0255146735821787       0                        3.031649005909761E-12
-24.82313931069178        2.3209100488672125       0                        0
-24.035649966790622       1.626997982173648        0                        1.6370904631912709E-12
-25.263643483782094       -6.540215730117362       0                        -2.598556290779795E-13
-30.686281510109602       6.979600338191466        0                        6.97279271359245E-12
-31.71791675777206        7.26517333518789         0                        -6.5483618527650835E-12
-30.73079826765995        9.683176534044712        0                        -2.7284841053187847E-12
-31.022445818983734       8.267626369144393        0                        4.157690065247672E-12
-29.911041996530766       7.582327126147526        0                        1.3346834748517723E-11
-28.320131799548182       9.123832436131492        0                        -1.8189894035458565E-12
-29.601234641205103       8.732466880465745        0                        -5.153803310046594E-12
-29.45160623379617        10.074121314847764       0                        1.3339255626002947E-11
-33.84153419008429        7.755096216797989        0                        7.882287415365378E-12
-27.12180896112053        11.086954072598864       0                        2.4253192047278085E-12
-26.046627105896217       10.591259229894312       0                        -2.9103830456733705E-12
-26.849066129579086       9.615851887308573        0                        -3.767906621630703E-12
-25.889720720554607       11.662295561188655       0                        2.4253192047278085E-12
-29.23297641502783        11.164154784116622       0                        1.255102688446641E-11
-28.1335872685108         10.500874821866832       0                        -5.760133111228545E-12
-28.261592558114902       12.058722401842651       0                        -4.0277622507086824E-12
-27.185568000948624       8.128090097251365        0                        4.850638409455617E-12
-26.211345876465387       7.0389953769143485       0                        -8.791782117138306E-12
-25.307402321802694       5.980078321776808        0                        -8.48861721654733E-12
-24.822011278013157       7.382571209014097        0                        -3.3348139065007367E-12
-25.431315668792365       9.72512818036965         0                        -1.5158245029548803E-13
-25.85798935292752        8.456967332849478        0                        -6.366462912410498E-12
-23.320175839348547       -1.8108102348501818      0                        7.73070496506989E-12
-23.67855573931784        -0.556224626644735       0                        0
-21.924647710356442       -1.7033043669935841      0                        -5.19711258155959E-12
-22.682843099710837       -0.7740769892952106      0                        -1.4551915228366853E-12
-11.121526550698837       -14.950100295577021      0                        2.4253192047278085E-12
-9.885801378398966        -15.66198757153706       0                        7.275957614183426E-12
-8.945796826614266        -31.8291383585936        0                        -3.897834436169692E-12
-7.547199092680778        -32.520946009125275      0                        -6.063298011819522E-12
-8.420700531387979        -30.537967034720698      0                        -1.2732925824820995E-12
-7.477603597543897        -31.348113448483318      0                        6.063298011819521E-13
-6.242481453226894        -31.987141911721675      0                        4.244308608273665E-12
-6.2332203108631745       -30.595008274019783      0                        3.637978807091713E-12
-7.387265340508737        -29.895531126053438      0                        4.850638409455617E-12
-8.751029461632898        -29.17093937522931       0                        -2.2087728471628255E-12
-7.409614710476141        -28.46698281029271       0                        9.701276818911234E-12
-6.1786258614993415       -27.76407126285797       0                        -4.244308608273665E-12
-6.180197101776308        -29.183561847703103      0                        -2.4253192047278085E-12
-5.0945316553208          -32.89438490814407       0                        3.410605131648481E-12
-3.7681861165761146       -32.052073993626955      0                        -3.031649005909761E-12
-2.4714503445997025       -32.74728219457834       0                        9.094947017729282E-12
-7.278516358160971        -33.92993287754531       0                        -1.5158245029548805E-12
-6.440082566550981        -33.11064561784649       0                        -4.365574568510055E-12
-1.1302388703986281       -37.69583628220647       0                        3.637978807091713E-12
-1.2127209057192978       -36.27652764426835       0                        -3.031649005909761E-12
-1.2357251722998264       -33.45916947053841       0                        -1.2126596023639042E-12
-1.2357251722998228       -34.882944022458524      0                        -6.6696278130014735E-12
-2.2047273207430633       -43.45057624480674       0                        1011.4016607558868
-0.8835636505085807       -44.27619824478928       -5.551115123125783E-17   1383.5681528458251
-1.1486956220216697       -43.84851506844852       0                        1390.6928875423796
-1.0688647472963917       -42.45367181968256       0                        1952.699500968838
-1.0732121475735104       -43.55535615573304       0                        1475.2730326822284
-0.6409446016648916       -43.68792831225903       -5.551115123125783E-17   1817.6343770753153
-2.7132052811589085       -42.85793205644144       -8.326672684688674E-17   824.1639900555369
-1.15661010442379         -41.79424013329916       0                        1814.1303472247262
0.7574499085373918        -41.43686755004595       -1.1102230246251565E-16  5129.774881018766
0.6834758425939059        -42.8180557063027        2.220446049250313E-16    2782.24176599781
-0.7847019562728358       -41.93542155891558       5.551115123125783E-17    2404.2401937393397
1.1525746461172097        -41.6084872956454        -2.7755575615628914E-17  4913.059436281311
0                         -34.171056746498465      0                        11289.122123147019
1.9315686255423898        -42.80011270489789       0                        3081.7363801908427
0                         -35.594831298418576      0                        10099.97821813069
0                         -37.01860585033869       0                        10380.714791207522
0                         -38.45212916163372       0                        10835.562761505524
-7.41435103379919         -24.204634883057714      0                        -8.48861721654733E-12
-4.94950018187932         -31.338616682276708      0                        3.637978807091713E-12
-3.7071755168995857       -30.611620366698205      0                        3.031649005909761E-12
-4.9429006891994725       -29.89973309073815       0                        9.701276818911234E-12
-2.471450344599696        -31.323507642658267      0                        1.2126596023639042E-12
-4.942900689199469        -27.052183986897937      0                        5.4569682106375694E-12
-6.178625861499349        -26.34029671093786       0                        -4.850638409455617E-12
-4.9429006891994725       -28.475958538818027      0                        4.850638409455617E-12
-6.17862586149932         -24.91652215901774       0                        -4.850638409455617E-12
-4.942900689199458        -25.628409434977797      0                        3.031649005909761E-12
-6.178625861499325        -23.49274760709768       0                        -6.063298011819522E-12
-6.178625861499334        -22.068973055177565      0                        -1.8189894035458565E-12
