Model:,Luke_electric_field_simulation_V2.mph,,,
Version:,COMSOL,5.6.0.401,,
Date:,Mar,11,"2024,",22:13
Dimension:,3,,,
Nodes:,46324,,,
Expressions:,1,,,
Description:,Multislice,,,
x,y,z,Color,
-6.170245497,-7.06E-15,13.54454851,180.212691,
-6.111643444,-7.08E-15,13.54986573,185.7980164,
-6.130000844,-7.09E-15,13.62351735,199.8869524,
-6.231114552,-7.11E-15,13.42511005,150.831841,
-6.008813681,-7.11E-15,13.13730303,108.2707445,
-6.058873495,-7.11E-15,13.33814772,146.0127435,
-6.422369371,-7.11E-15,13.52167219,156.2996709,
-6.199746675,-7.06E-15,13.59922173,189.4890099,
-5.809062431,-7.09E-15,13.7353147,247.7335285,
-6.677136426,-7.11E-15,13.64544987,165.7712443,
-6.610230713,-7.11E-15,13.50476303,141.0323693,
-6.468841036,-7.13E-15,13.76288377,202.6662146,
-6.72333236,-7.09E-15,13.91766431,214.4842036,
-6.1880945,-7.09E-15,13.96584039,267.1531636,
-6.003864151,-7.11E-15,13.85379228,257.5088452,
-6.366462578,-7.11E-15,13.94978571,249.6012267,
-5.929750745,-7.12E-15,13.98909358,292.5749394,
-6.803174411,-7.11E-15,13.91047783,212.3958363,
-5.652856639,-7.12E-15,14.01401646,324.4814297,
-6.671583707,-7.11E-15,13.50510671,143.9007296,
-7.210648304,-7.09E-15,13.10349237,71.30714055,
-7.006911357,-7.06E-15,13.5069851,142.1867583,
-7.129997076,-7.08E-15,13.26321885,99.36551834,
-6.845598478,-7.11E-15,13.82645869,198.30714,
-7.075705838,-7.13E-15,13.64032629,156.2589971,
-7.245043322,-7.11E-15,13.17015866,78.64143148,
-4.531012509,-7.11E-15,12.69999981,4.09E-12,
-4.119133214,-7.10E-15,12.69999981,-9.09E-13,
-4.660068682,-7.11E-15,12.88340056,70.49103416,
-4.119102281,-7.10E-15,12.69999981,-9.10E-13,
-4.119071348,-7.10E-15,12.69999981,-9.09E-13,
-4.119179703,-7.11E-15,12.70010983,0.041981137,
-4.348513974,-7.11E-15,13.02601504,124.3966016,
-4.256885681,-7.11E-15,13.02601504,124.3966016,
-4.377224319,-7.12E-15,13.06681509,141.4535851,
-3.836248226,-7.11E-15,12.88340056,87.73439114,
-4.440142266,-7.11E-15,13.02601504,125.6681617,
-3.936603745,-7.12E-15,13.02601504,137.6089359,
-4.296298589,-7.11E-15,13.11929255,161.7569637,
-3.707192053,-7.09E-15,12.69999981,15.73082432,
-4.094379955,-7.11E-15,13.25022962,218.242702,
-4.788294888,-7.11E-15,12.98373436,106.8439924,
-4.677169344,-7.11E-15,13.18764369,181.4612755,
-4.633664347,-7.11E-15,13.267473,210.6735035,
-4.384834819,-7.11E-15,13.20221584,192.9253745,
-4.573121551,-7.10E-15,13.37856574,251.3260734,
-4.40101979,-7.09E-15,13.49016762,297.3131666,
-4.185910009,-7.11E-15,13.3218496,243.4037413,
-4.479033805,-7.09E-15,13.55121163,311.9730503,
-5.081539705,-7.10E-15,13.22784624,142.8048208,
-5.052745546,-7.11E-15,13.11817905,114.128416,
-5.220139045,-7.11E-15,13.75572416,280.8373564,
-5.162540122,-7.11E-15,13.53634938,223.4739853,
-5.272334698,-7.10E-15,13.95451972,322.5203738,
-4.855810164,-7.09E-15,13.1546032,149.8521596,
-4.967461771,-7.06E-15,13.43717305,220.0267178,
-5.017266029,-7.12E-15,13.56321853,251.3293728,
-4.749395333,-7.11E-15,13.32630974,212.0864535,
-4.768688378,-7.09E-15,13.60919418,292.7368865,
-4.885487357,-7.11E-15,13.58759164,273.2807716,
-4.639928044,-7.09E-15,13.63300903,309.9080184,
-5.006109376,-7.10E-15,13.81917281,316.3407818,
-5.146628654,-7.12E-15,13.89061173,318.8093055,
-4.81283123,-7.11E-15,13.72091168,312.9454351,
-2.471505169,-7.11E-15,12.70007925,41.33814497,
-2.471492302,-7.09E-15,12.69999981,-2.00E-11,
-3.295281825,-7.10E-15,12.69999981,3.64E-12,
-3.295275201,-7.12E-15,12.70002565,0.015380984,
-3.295312758,-7.10E-15,12.69999981,3.64E-12,
-2.883371597,-7.08E-15,12.69999981,-1.64E-11,
-3.295197297,-7.10E-15,12.70007925,0.047285671,
-3.295250892,-7.10E-15,12.69999981,3.64E-12,
-2.795160747,-7.09E-15,13.04410756,206.470933,
-3.164555077,-7.09E-15,13.20996075,303.5567523,
-3.118866749,-7.13E-15,13.38818948,406.5536172,
-3.377917751,-7.10E-15,13.20996075,303.5567523,
-3.295325626,-7.10E-15,12.70007925,0.047285671,
-3.618981203,-7.09E-15,13.04410756,203.1034417,
-2.951192403,-7.11E-15,13.20996075,302.9141017,
-3.576465305,-7.08E-15,13.20996075,289.6223914,
-3.454798102,-7.10E-15,13.68458069,537.212564,
-3.430954371,-7.09E-15,13.71992169,599.4549802,
-3.445738557,-7.06E-15,13.71992169,555.6485463,
-3.442572752,-7.13E-15,13.7322714,557.8960374,
-3.691611854,-7.13E-15,13.98172071,580.0080929,
-3.482741545,-7.11E-15,13.77250636,520.5839071,
-3.63867719,-7.11E-15,13.29836959,303.7900979,
-3.714284392,-7.08E-15,13.13956774,227.903565,
-3.868020306,-7.11E-15,13.29355688,270.697359,
-3.805876997,-7.11E-15,13.53597598,379.3168277,
-3.89680892,-7.08E-15,13.66519865,419.6592511,
-4.00732009,-7.08E-15,13.43308612,310.2561809,
-3.728512013,-7.11E-15,14.01868165,601.0870015,
-4.32681586,-7.11E-15,13.64602211,366.6805404,
-4.073747224,-7.08E-15,13.80364844,461.840178,
-4.575222348,-7.08E-15,13.74751081,356.6307536,
-4.469356788,-7.10E-15,13.93484818,440.072654,
-4.407544649,-7.14E-15,13.97334849,464.3068049,
-4.450305074,-7.13E-15,13.96856168,455.0889746,
-4.372762044,-7.09E-15,13.95566528,464.351251,
-4.164419293,-7.11E-15,14.00056516,517.4456656,
-4.378106689,-7.10E-15,13.99168422,476.2188512,
-5.027701365,-7.08E-15,13.96468679,350.892231,
-4.438660547,-7.08E-15,13.98916758,464.5361657,
-4.198467708,-7.11E-15,13.56048125,345.0257958,
-3.004959699,-7.13E-15,13.64216305,538.6659459,
-2.738211658,-7.11E-15,13.17108446,301.181419,
-3.152893553,-7.13E-15,13.90341509,670.3707602,
-2.812172824,-7.11E-15,13.30170031,367.0286968,
-3.27170774,-7.11E-15,14.11324164,735.6241196,
-3.669561905,-7.11E-15,14.03088452,609.8448245,
-3.592293711,-7.11E-15,14.04687929,628.6438368,
-5.493219889,-7.11E-15,14.04263825,334.1702596,
-2.034591304,-7.09E-15,13.70546453,1137.328068,
-2.245684612,-7.11E-15,13.66916392,938.5417734,
-2.143120592,-7.09E-15,13.45568039,860.534969,
-2.208451929,-7.10E-15,13.30531791,693.9139269,
-2.518032277,-7.11E-15,13.62232971,752.1644288,
-2.565002705,-7.10E-15,13.61425245,720.0208678,
-2.307291431,-7.12E-15,13.07783517,441.8336601,
-2.571424038,-7.09E-15,13.67700314,763.7425446,
-2.61812542,-7.10E-15,13.72482558,768.0611997,
-2.582691404,-7.10E-15,13.65107088,737.9513942,
-2.418520566,-7.12E-15,14.0289161,1096.978771,
-2.057937808,-7.11E-15,13.86863602,1182.911391,
-2.601408904,-7.09E-15,13.60799187,691.7638342,
-2.540378487,-7.10E-15,13.18144304,413.2093743,
-2.609262534,-7.11E-15,13.66288182,727.6093013,
-1.978949754,-7.13E-15,13.8335256,1160.028934,
-2.678146582,-7.11E-15,14.14432061,1029.307835,
-2.850552636,-7.11E-15,14.1352934,937.6859878,
-2.998671227,-7.12E-15,14.12753788,859.0071362,
-2.124189528,-7.08E-15,13.22108069,605.636099,
-1.957168596,-7.10E-15,13.05410966,413.0492156,
-1.912446899,-7.13E-15,13.00940133,361.4819537,
-1.999289981,-7.09E-15,13.40847558,836.645595,
-2.098584906,-7.09E-15,13.3595038,773.1037861,
-1.822500531,-7.06E-15,13.49566729,834.3032048,
-1.743207059,-7.11E-15,13.32442989,666.1611589,
-0.544092112,-7.11E-15,13.17292175,1355.064975,
-0.819397987,-7.09E-15,13.1085005,1125.396038,
-0.670491915,-7.09E-15,12.95922428,714.1485824,
-0.596467502,-7.10E-15,13.21844875,1470.200172,
-0.272051308,-7.11E-15,12.9364519,757.0461083,
-0.547746281,-7.09E-15,12.83617352,375.1507929,
-0.411910228,-7.09E-15,12.69999981,-1.00E-10,
-0.298249218,-7.08E-15,12.95922428,814.6361614,
-0.823807716,-7.11E-15,12.70002135,0.059340085,
-0.823830656,-7.06E-15,12.70001003,0.028170369,
-0.823820456,-7.11E-15,12.69999981,-6.18E-11,
-1.042734612,-7.11E-15,12.95922428,714.1485824,
-0.929073601,-7.13E-15,13.21844875,1447.312146,
-1.082402143,-7.09E-15,12.95922428,758.5100042,
-1.066064255,-7.09E-15,12.98684588,831.9051579,
-0.823851389,-7.11E-15,12.69999981,-6.18E-11,
-1.095871764,-7.09E-15,12.9364519,698.0000444,
-0.823789523,-7.11E-15,12.69999981,-6.18E-11,
-0.816132916,-7.12E-15,13.4093916,1953.428821,
-0.77574506,-7.10E-15,13.47767322,2298.090143,
-0.894685787,-7.11E-15,13.47767322,2025.687586,
-1.095482362,-7.10E-15,12.97233701,812.7288831,
-1.094953759,-7.11E-15,13.02105019,905.2283648,
-1.091049694,-7.11E-15,13.38082748,1636.025545,
-1.34098383,-7.11E-15,13.21844875,997.7426114,
-1.367134069,-7.09E-15,13.24466399,1033.377652,
-1.367912568,-7.11E-15,13.17292175,881.2214148,
-1.122069674,-7.11E-15,12.95922428,757.7460818,
-1.308320795,-7.09E-15,13.27367042,1161.757591,
-1.420287958,-7.10E-15,13.21844875,917.3512388,
-1.473687809,-7.09E-15,13.66770005,1512.237086,
-1.546416156,-7.09E-15,13.63183078,1353.178721,
-1.464026104,-7.11E-15,13.58641642,1412.972456,
-1.626888012,-7.11E-15,13.59214245,1168.28095,
-1.427349266,-7.12E-15,13.27785531,1005.604903,
-1.442836094,-7.10E-15,13.40814552,1177.616225,
-1.179122687,-7.09E-15,13.57102461,1796.711844,
-1.57903622,-7.10E-15,13.7022751,1410.497397,
-1.81428448,-7.10E-15,13.77948292,1183.307594,
-0.543598083,-7.18E-15,13.21844875,1543.290788,
-0.271804197,-7.18E-15,12.95922428,930.7236269,
-0.543313612,-7.11E-15,13.24466399,1927.606329,
-0.271661906,-7.12E-15,12.97233701,1561.126251,
-0.517163373,-7.10E-15,13.21844875,1892.327545,
-0.258581687,-7.10E-15,12.95922428,1543.479979,
-2.894910129,-7.11E-15,14.20171807,951.8934674,
-3.133354427,-7.10E-15,14.26485644,863.9074093,
-3.424422126,-7.12E-15,14.34192912,793.9140534,
-3.689269535,-7.11E-15,14.0603964,642.9580473,
-3.657354391,-7.11E-15,14.05594786,625.9604579,
-3.618596677,-7.10E-15,14.13552162,684.0525358,
3.446522142,-7.09E-15,12.39251195,8714.722973,
3.136637109,-7.10E-15,12.30855867,8053.124884,
3.218755377,-7.10E-15,12.16242782,8088.554716,
3.412242395,-7.09E-15,12.48497163,8567.398769,
3.459103922,-7.08E-15,11.98274305,8581.635573,
3.764225683,-7.13E-15,12.22182864,9161.841465,
3.484543,-7.11E-15,12.43091964,8689.502768,
3.444421879,-7.10E-15,12.46091422,8621.7447,
3.143459446,-7.10E-15,12.08636581,8044.579291,
3.15398216,-7.11E-15,11.74365746,8031.398641,
3.139300118,-7.10E-15,12.22182864,8049.789225,
3.124618075,-7.11E-15,12.69999981,8087.09773,
4.491989796,-7.10E-15,12.20292827,11424.18722,
4.551610778,-7.09E-15,11.98693333,12270.32571,
4.717687537,-7.11E-15,12.12758089,12908.80862,
4.435375073,-7.11E-15,12.14764085,11200.36416,
4.746365539,-7.09E-15,12.4513403,12429.84713,
4.850343284,-7.12E-15,12.23992477,13418.80429,
5,-7.12E-15,12.36666648,13994.16027,
4.717687537,-7.11E-15,12.42333464,12316.47029,
4.999691262,-7.10E-15,12.03343621,14788.7152,
4.999854768,-7.14E-15,12.03321015,14790.21498,
5,-7.05E-15,12.03333314,14790.77332,
4.717687537,-7.10E-15,11.83125144,13616.98833,
5,-7.09E-15,12.03300935,14791.54713,
5,-7.10E-15,12.03365756,14789.99801,
5,-7.09E-15,12.69902843,13700.87788,
4.425761987,-7.22E-15,12.20316013,11096.37563,
4.712818059,-7.21E-15,12.45145775,12380.17384,
4.38902533,-7.12E-15,12.20328874,11660.8076,
4.694209226,-7.11E-15,12.4515229,13158.20789,
4.421207285,-7.06E-15,12.22946528,11818.71,
4.71051089,-7.05E-15,12.46478254,13238.19283,
4.999393121,-7.14E-15,12.69975706,14757.3825,
5,-7.10E-15,12.69999981,10030.12539,
-38.16536833,-7.09E-15,34.1255544,-637.6066457,
-29.61175566,-7.11E-15,21.69317094,-506.3973749,
-30.20569851,-7.11E-15,23.00942836,-558.1543559,
-30.23599914,-7.09E-15,23.0362077,-560.4102632,
-29.4911312,-7.11E-15,22.37790194,-501.971936,
-29.67021792,-7.05E-15,22.53617673,-518.287375,
-30.13009747,-7.09E-15,23.03108785,-552.7320404,
-29.58348836,-7.05E-15,23.47733997,-514.2029354,
-30.19624661,-7.09E-15,23.06308254,-557.5952016,
-29.33598471,-7.16E-15,23.25859907,-493.937233,
-30.05055202,-7.08E-15,23.89012549,-547.9618122,
-29.43526737,-7.11E-15,22.69501589,-499.0788683,
-29.25877908,-7.16E-15,23.69686084,-489.9389196,
-29.80424853,-7.05E-15,23.96069079,-530.5759212,
-29.18083822,-7.05E-15,24.1392962,-485.8867735,
-30.02597202,-7.11E-15,24.27823754,-552.8397165,
-30.43123701,-7.11E-15,25.48617456,-565.0220215,
-29.36993111,-7.12E-15,25.06162198,-503.8763488,
-29.62804303,-7.11E-15,25.53959841,-519.7348081,
-30.54137205,-7.11E-15,25.8144442,-566.6740968,
-29.10217616,-7.12E-15,25.38135062,-484.3064922,
-35.00302002,-7.11E-15,36.07406104,-466.361134,
-34.24694587,-7.05E-15,35.28953054,-473.0273573,
-35.01122634,-7.11E-15,36.39044078,-454.2739762,
-33.79049998,-7.13E-15,34.8159054,-474.6781828,
-33.3623819,-7.13E-15,35.18134746,-446.5240075,
-33.81696332,-7.22E-15,35.83615072,-438.1625046,
-33.46147204,-7.08E-15,34.47449384,-475.9678081,
-34.40055137,-7.08E-15,36.10700986,-448.3299425,
-33.30396588,-7.13E-15,35.59805461,-429.1956166,
-34.54734359,-7.08E-15,36.88822932,-422.0452407,
-33.82480565,-7.11E-15,36.13849721,-426.2003883,
-33.78554578,-7.02E-15,34.6249053,-481.6793675,
-32.59128276,-7.11E-15,34.07061524,-460.6313669,
-32.61228561,-7.22E-15,34.88034157,-433.1733089,
-34.15421343,-7.13E-15,34.79601402,-488.1768615,
-35.03732568,-7.08E-15,37.39665286,-415.7930913,
-34.97980881,-7.27E-15,35.17919537,-500.5454547,
-33.01053552,-7.16E-15,33.70289255,-487.8130456,
-34.71058942,-7.22E-15,33.81355815,-541.9863492,
-35.30002626,-7.22E-15,33.29656859,-583.2517628,
-35.09903612,-7.22E-15,34.47823256,-531.3373932,
-36.08544614,-7.16E-15,36.30418669,-486.7759776,
-36.07927199,-7.13E-15,36.06615373,-494.775012,
-35.52235386,-7.11E-15,36.89110327,-447.1117381,
-37.13356659,-7.27E-15,35.21172051,-560.6056178,
-36.35982287,-7.02E-15,35.65058041,-520.3218365,
-36.41022354,-7.08E-15,35.96566804,-509.6533084,
-37.1159001,-7.11E-15,34.53062125,-589.381046,
-36.05114047,-7.22E-15,34.98159487,-538.8277326,
-36.04785445,-6.99E-15,34.85490831,-543.8722937,
-35.75144995,-7.08E-15,35.29396523,-516.9830521,
-35.62071455,-7.08E-15,36.20538396,-475.3702936,
-36.2239944,-7.13E-15,34.80142754,-551.3775058,
-35.80379975,-7.17E-15,34.92900981,-533.4732766,
-38.06287338,-7.12E-15,34.24309499,-626.1534098,
-36.28124553,-7.11E-15,33.48275231,-608.0885344,
-36.30254416,-7.11E-15,32.9921775,-629.2047094,
-36.36807191,-7.11E-15,32.97228153,-632.015972,
-38.66171141,-7.11E-15,36.36963229,-543.912981,
-38.36229239,-7.09E-15,35.30636364,-583.1780792,
-38.63288246,-7.11E-15,36.26725765,-547.6935405,
-38.33075343,-7.09E-15,35.19436543,-587.3140241,
-38.93501149,-7.11E-15,37.34014986,-508.4751314,
-36.57788098,-7.13E-15,38.04354376,-426.787287,
-36.80597223,-7.19E-15,37.37101359,-458.2821815,
-36.69355883,-7.13E-15,37.70246603,-442.7622762,
-37.02089127,-7.11E-15,38.03712164,-437.1077567,
-35.22259336,-7.11E-15,37.58606539,-412.2583117,
-35.68275317,-7.22E-15,38.05652002,-404.207724,
-35.64707979,-7.11E-15,37.38781353,-431.3201732,
-36.37546379,-7.33E-15,37.37725447,-448.2662631,
-37.71360189,-7.16E-15,37.35785609,-479.3984799,
-38.21207328,-7.11E-15,36.52149599,-527.0514696,
-36.70964255,-7.16E-15,37.02893669,-470.9958734,
-36.5038432,-7.19E-15,36.29812137,-498.166602,
-37.87038677,-7.11E-15,35.47250303,-565.0053675,
-37.42358424,-7.16E-15,36.2847883,-519.5362503,
-31.09454949,-7.16E-15,33.781619,-416.6738206,
-33.58246977,-7.22E-15,37.7017209,-372.0958051,
-34.63773997,-7.08E-15,37.4804418,-403.4713546,
-32.64969371,-7.08E-15,36.73383795,-379.4004913,
-32.36994973,-7.08E-15,36.44356526,-381.6062276,
-32.87831276,-7.13E-15,36.33696686,-396.7899147,
-31.98187331,-7.11E-15,36.0408828,-385.1701186,
-32.05346919,-7.11E-15,36.50992791,-372.74822,
-31.82977242,-7.16E-15,35.04442638,-411.55965,
-32.2053806,-7.13E-15,37.50514298,-346.3915636,
-32.27716597,-7.19E-15,37.97542943,-333.4507834,
-30.58068488,-7.16E-15,34.8423229,-374.6541835,
-30.16276277,-7.11E-15,35.70498515,-341.1460134,
-30.93368825,-7.11E-15,35.1448064,-376.8104564,
-29.44165835,-7.08E-15,37.19346724,-283.329283,
-30.53626657,-7.27E-15,36.67988608,-326.9951453,
-29.9385798,-7.11E-15,36.16773691,-323.1714649,
-29.40399971,-7.11E-15,37.50262686,-273.2839644,
-31.2667609,-6.99E-15,34.90278532,-397.7932498,
-31.10020767,-7.16E-15,36.2701087,-356.0144728,
-31.20858726,-7.05E-15,35.3803634,-383.2007779,
-31.00171113,-7.16E-15,37.0787188,-331.3072661,
-29.58471137,-7.14E-15,37.5185526,-278.1414473,
-29.29647472,-7.20E-15,37.49315091,-271.6382673,
-30.93365444,-7.16E-15,37.63743208,-313.4608358,
-30.70876467,-7.16E-15,38.85048402,-271.0836675,
-30.34108007,-7.22E-15,38.11455261,-284.3431365,
-29.36508123,-7.26E-15,37.53396269,-272.3081197,
-29.41403054,-6.59E-15,37.53052822,-272.6018518,
-29.42891734,-7.21E-15,37.57193672,-273.1097746,
-32.15193288,-7.09E-15,37.9439236,-332.2742955,
-31.95730353,-7.19E-15,37.89495922,-329.2344083,
-32.08495014,-6.84E-15,38.01405787,-327.900929,
-32.13097017,-7.01E-15,38.05699613,-326.9348508,
-31.94467004,-7.19E-15,38.16093813,-319.2905997,
-31.47598047,-7.16E-15,35.23575712,-397.9708036,
-31.45444725,-7.44E-15,36.83387905,-349.8074618,
8.136125899,-7.09E-15,-1.659928355,139.31513,
7.854223866,-7.15E-15,-2.111931677,551.7552977,
8.411119433,-7.12E-15,-2.063299235,253.5846614,
8.458009191,-7.11E-15,-2.132078899,273.0690127,
8.164918727,-7.09E-15,-2.602021813,641.5088362,
8.743916964,-7.11E-15,-2.551459195,391.8737961,
7.781518075,-7.15E-15,-2.228508555,633.2143673,
7.513065661,-7.08E-15,-2.65894668,933.9866116,
8.043391596,-7.11E-15,-2.612634505,696.0364386,
8.355275133,-7.09E-15,-2.146723008,361.7409555,
8.103401367,-7.09E-15,-2.700659098,713.946282,
7.426910251,-7.05E-15,-2.797088754,1039.928607,
8.701071196,-7.11E-15,-2.615464933,425.9457512,
7.971921753,-7.12E-15,-2.71940071,777.3026648,
8.779892483,-7.13E-15,-2.604229442,400.0152602,
5.617734848,-7.11E-15,-6.410845808,1687.127278,
5.390454108,-7.11E-15,-6.032612216,1855.142307,
5.914341983,-7.11E-15,-5.994195264,1693.988537,
5.600008749,-7.08E-15,-5.756722165,1864.227074,
4.882263768,-7.16E-15,-5.768541464,2013.290088,
6.0891293,-7.11E-15,-5.748667687,1708.993805,
5.869975072,-7.13E-15,-5.573458569,1807.146917,
6.029501579,-7.11E-15,-5.409821445,1773.560273,
5.825971095,-7.08E-15,-5.287792811,1834.860905,
5.381460377,-7.08E-15,-5.18290152,2057.436038,
5.917792175,-7.13E-15,-4.775010818,1928.470175,
5.248410565,-7.09E-15,-5.33899089,2059.596575,
7.0903804,-7.11E-15,-4.88859586,1456.289239,
6.449159667,-7.11E-15,-4.970289111,1664.860552,
6.587006201,-7.08E-15,-5.614491323,1564.440141,
6.80230853,-7.11E-15,-4.816865323,1552.733625,
7.169305833,-7.11E-15,-4.717960627,1439.909816,
7.204347362,-7.15E-15,-4.642201528,1425.722546,
6.778495165,-7.11E-15,-5.562885609,1507.714025,
7.217763879,-7.17E-15,-4.704901326,1421.722174,
7.266452259,-7.10E-15,-4.932438145,1407.204868,
7.068132346,-7.16E-15,-4.005623932,1466.337474,
6.549267666,-7.11E-15,-4.753857585,1643.098999,
6.870750636,-7.13E-15,-4.058817723,1573.214784,
6.479939968,-7.11E-15,-4.903742705,1658.169507,
7.013483527,-7.05E-15,-3.75023202,1481.312954,
7.367395413,-7.09E-15,-5.404178719,1357.470478,
6.308602843,-7.10E-15,-3.930085836,1860.075577,
6.338711989,-7.11E-15,-3.936980833,1844.844011,
6.300525299,-7.11E-15,-3.947549326,1861.911047,
6.438095914,-7.11E-15,-4.894160413,1685.669532,
6.470956034,-7.11E-15,-4.852689736,1674.756308,
7.382530321,-7.11E-15,-3.264212081,1232.677516,
7.930991396,-7.13E-15,-4.64013938,1174.435293,
7.816837993,-7.10E-15,-4.106662963,1154.477503,
7.67370302,-7.11E-15,-4.321416545,1219.920282,
7.451128778,-7.11E-15,-5.290665517,1350.890517,
7.751930395,-7.08E-15,-3.980758066,1166.976556,
7.733598556,-7.08E-15,-3.945198772,1170.506661,
7.478177995,-7.19E-15,-3.449745224,1219.6922,
8.025682796,-7.09E-15,-4.511770909,1109.489543,
8.126627211,-7.11E-15,-3.207428983,870.291424,
8.03595307,-7.16E-15,-3.377637035,938.1074404,
8.203226166,-7.23E-15,-3.356012261,856.3049627,
8.870724101,-7.12E-15,-3.150645884,517.0365824,
8.802598912,-7.16E-15,-3.278526398,563.1904294,
8.928274338,-7.17E-15,-3.262279299,559.3483646,
8.474440312,-7.11E-15,-3.882101508,814.2176143,
8.449692125,-7.11E-15,-3.890552647,827.1677627,
8.476978567,-7.11E-15,-3.887025104,826.18918,
7.780185348,-7.15E-15,-3.941643668,1148.858322,
7.625600214,-7.11E-15,-3.24566307,1108.150518,
8.321288504,-7.08E-15,-3.192574101,777.8773239,
8.482531003,-7.11E-15,-3.879338657,822.9061523,
8.475873638,-7.11E-15,-3.888554699,826.842499,
9.016976795,-7.08E-15,-3.139485132,506.7658598,
23.78924662,-7.16E-15,-20.97408955,247.1681072,
23.26748096,-6.88E-15,-22.16467919,244.3394027,
23.47714039,-7.16E-15,-22.5497045,239.0576262,
22.91465103,-7.11E-15,-21.50258704,253.2793822,
22.90885601,-7.11E-15,-21.50608883,253.3198751,
22.91354244,-7.10E-15,-21.51469514,253.2025204,
22.96334901,-7.10E-15,-21.51165642,252.6543458,
23.63715473,-7.22E-15,-20.69478312,250.692365,
22.90607996,-7.11E-15,-21.50099079,253.3176509,
22.91577617,-7.10E-15,-21.49029809,253.2828318,
22.82981751,-7.11E-15,-22.42914888,247.2740628,
22.89248792,-7.10E-15,-21.51597969,253.3664598,
22.17500518,-7.22E-15,-22.30719846,255.7607529,
21.26894749,-7.09E-15,-23.88085142,251.1844884,
21.14759732,-7.12E-15,-23.71554096,254.0144156,
21.23069219,-7.11E-15,-23.93304073,250.8687416,
22.05057513,-7.16E-15,-24.94563132,232.9566672,
21.27364581,-7.11E-15,-24.04547129,249.2790089,
21.3541449,-7.11E-15,-23.99691242,249.1976561,
21.04890707,-7.11E-15,-24.18103876,250.0146951,
20.53512204,-7.11E-15,-24.49096546,251.6965794,
21.11425688,-7.11E-15,-23.87279968,252.6166457,
20.09809846,-7.22E-15,-23.34706183,267.1238031,
19.76423543,-7.11E-15,-23.80253021,265.8572764,
20.48731985,-7.05E-15,-22.81607152,268.4591707,
22.70574904,-7.22E-15,-24.74808244,228.4269754,
22.60516552,-7.11E-15,-23.55833018,239.8418282,
22.46503988,-7.11E-15,-23.53223357,241.6005375,
22.4784277,-7.11E-15,-23.4917489,241.8042296,
22.44037711,-7.11E-15,-23.52764045,242.0441934,
22.45076322,-7.11E-15,-23.57540605,241.5112434,
22.42665933,-7.11E-15,-23.46455256,242.7481036,
22.35290297,-7.11E-15,-23.47902566,243.5359125,
20.92342522,-7.22E-15,-22.68457647,265.6931805,
21.6854361,-7.16E-15,-22.45481396,259.6542529,
20.42680543,-7.11E-15,-22.36221753,273.1751096,
21.0140205,-7.05E-15,-22.14219729,269.5548889,
20.35665902,-7.16E-15,-21.83612434,279.1912121,
21.10271942,-7.16E-15,-21.61117124,273.8701303,
21.617503,-7.11E-15,-21.94532039,265.2139412,
20.25313492,-7.05E-15,-21.05970077,289.4576626,
23.58969404,-7.13E-15,-19.93614187,256.7469183,
21.55227323,-7.16E-15,-20.6222266,276.4855001,
21.56210072,-7.27E-15,-20.82156331,274.7224582,
21.8337942,-7.13E-15,-20.80496358,271.5388919,
22.85141155,-7.08E-15,-20.18475244,263.9229363,
22.8788407,-7.11E-15,-20.74111406,259.2935673,
22.86730736,-7.11E-15,-21.47582326,253.9073631,
21.59953265,-7.05E-15,-21.5808173,268.5553686,
21.57533419,-7.05E-15,-21.08998563,272.5421805,
20.82692902,-7.13E-15,-20.86648031,283.4995208,
22.19610028,-7.11E-15,-20.40542313,270.259744,
23.59927089,-7.11E-15,-19.02369814,262.8607566,
21.76464746,-7.16E-15,-20.17678729,277.0368295,
23.20304929,-7.11E-15,-19.11884106,266.8739007,
23.44416174,-7.11E-15,-18.94150257,265.1898685,
22.18062271,-7.22E-15,-19.30430986,277.8348247,
20.9791239,-7.08E-15,-19.65286232,289.8540037,
20.91956524,-7.08E-15,-19.72896061,290.0617948,
22.5735601,-7.11E-15,-18.48015262,278.5998892,
20.89404583,-7.12E-15,-19.71543734,291.6767006,
20.83777132,-7.10E-15,-19.83346898,291.6682789,
20.88148439,-7.11E-15,-19.74178403,291.6748207,
23.37183936,-7.11E-15,-18.90317743,266.303862,
22.09530432,-7.11E-15,-18.22671492,285.9665418,
21.50983387,-7.13E-15,-18.42386729,291.7688561,
21.70295846,-7.13E-15,-18.01880267,291.8331333,
18.3033954,-7.13E-15,-22.21265008,303.6895926,
18.30103221,-7.07E-15,-22.19250472,304.326705,
17.98305225,-7.11E-15,-22.30090646,306.1564327,
18.23295337,-7.12E-15,-22.13603268,305.8954455,
18.31985225,-7.11E-15,-22.20811612,303.8677477,
16.93683808,-7.11E-15,-21.06089272,337.1203937,
17.11050035,-7.10E-15,-22.54129951,313.4036872,
19.96892104,-7.08E-15,-21.03651597,292.9452004,
19.52473912,-7.05E-15,-21.34810819,296.0492389,
19.82658241,-7.22E-15,-21.68744256,288.154652,
20.11169373,-7.16E-15,-22.00796673,280.697683,
19.69213399,-7.19E-15,-22.30228657,283.577298,
19.50520156,-6.77E-15,-22.43341908,284.8602939,
19.63223127,-7.19E-15,-22.57622677,281.6706587,
19.26539785,-7.27E-15,-21.53003528,297.8292072,
18.91824695,-7.22E-15,-21.77356055,300.2118498,
