Model:,Luke_electric_field_simulation_V2.mph,,,
Version:,COMSOL,5.6.0.401,,
Date:,Mar,11,"2024,",22:13
Dimension:,3,,,
Nodes:,46324,,,
Expressions:,1,,,
Description:,Multislice,,,
x,y,z,Color,
-37.64592833,-7.10E-15,9.312729181,0.072872533,
-37.64201754,-7.11E-15,9.306708649,0.073045291,
-37.63328282,-7.11E-15,9.313472339,0.072837887,
-35.27853291,-7.10E-15,10.33355536,0.06580237,
-35.30001162,-7.10E-15,10.33429353,0.0654614,
-35.28995466,-7.10E-15,10.3122767,0.066536531,
-35.49260523,-7.11E-15,10.34091246,0.062404023,
-35.80267806,-7.15E-15,10.35156883,0.057481692,
-35.71083988,-7.11E-15,10.15051546,0.067030488,
-35.53111525,-7.11E-15,9.862995795,0.081428493,
-35.58027694,-7.11E-15,9.864685351,0.0806429,
-35.557258,-7.11E-15,9.814291997,0.082984677,
-35.31134732,-7.10E-15,10.31529961,0.066100958,
-36.02109596,-7.11E-15,9.879835128,0.073663972,
-36.07930315,-7.17E-15,9.888060159,0.072494314,
-35.60622272,-7.11E-15,9.821211009,0.082000743,
-36.08617296,-7.08E-15,9.889030905,0.07173525,
-35.83725847,-7.11E-15,10.35275727,0.056989218,
-36.55293218,-7.11E-15,9.451680692,0.077433236,
-37.03613222,-7.11E-15,9.86135379,0.057572226,
-36.85591793,-7.06E-15,9.167785097,0.080945939,
-36.09285396,-7.12E-15,9.882770858,0.072099262,
-36.66095264,-7.10E-15,10.25928059,0.051971301,
-36.47104545,-7.09E-15,9.528408001,0.076483872,
-36.30142432,-7.10E-15,10.05960376,0.062408966,
-37.26962595,-7.11E-15,9.495622093,0.066019848,
-36.75037672,-7.11E-15,10.30894543,0.047233815,
-36.98744218,-7.08E-15,9.937619192,0.055810658,
-36.68883951,-7.11E-15,10.36660538,0.047590277,
-36.7052584,-7.11E-15,10.37961629,0.045675883,
-35.71632704,-7.11E-15,9.473332703,0.095542529,
-36.08428889,-7.10E-15,9.883265892,0.072675571,
-35.95454484,-7.13E-15,9.486265623,0.090230294,
-36.08190407,-7.09E-15,9.875968647,0.072998244,
-35.85392773,-7.08E-15,9.178390099,0.103844061,
-36.08753557,-7.19E-15,9.879467006,0.072696294,
-36.44795303,-7.16E-15,9.45774816,0.079352687,
-36.48774647,-7.16E-15,9.411186484,0.080087615,
-36.41872309,-7.11E-15,9.368308268,0.082981153,
-36.18136978,-7.13E-15,9.220861307,0.092931271,
-36.35585029,-7.09E-15,9.463071413,0.081105383,
-36.31845904,-7.11E-15,10.5924694,0.038441259,
-36.1271669,-7.10E-15,10.02933651,0.06476234,
-36.69438865,-7.11E-15,10.38559784,0.046499734,
-36.28363894,-7.10E-15,10.56487671,0.041611215,
-36.2954072,-7.10E-15,10.60515467,0.041550711,
-36.26963889,-7.10E-15,10.59095873,0.0434896,
-36.26080579,-7.11E-15,10.55613876,0.042714468,
-36.08274317,-7.10E-15,10.48799654,0.049349202,
-37.81004924,-7.11E-15,9.769194444,0.060242114,
-37.78817142,-7.11E-15,9.705032773,0.062092036,
-37.76735888,-7.11E-15,9.771703294,0.058781036,
-37.77149547,-7.11E-15,10.2375706,0.045642538,
-37.72304801,-7.11E-15,9.913647932,0.054351668,
-37.61913385,-7.12E-15,10.24652467,0.043062955,
-37.70238914,-7.11E-15,9.775521471,0.058605965,
-37.63730379,-7.11E-15,9.34035685,0.07200904,
-37.4977033,-7.13E-15,9.78755056,0.057337583,
-37.75658649,-7.11E-15,9.730986625,0.060031004,
-37.86934136,-7.11E-15,10.15716904,0.047896252,
-37.53164149,-7.11E-15,9.915827601,0.053348018,
-37.41888662,-7.09E-15,9.489645188,0.066602786,
-37.64439636,-7.11E-15,10.34201001,0.042029874,
-38.01634075,-7.10E-15,9.757070992,0.059772085,
-37.84138322,-7.11E-15,9.717168703,0.062494568,
-38.22035278,-7.13E-15,9.803599697,0.056597489,
-38.41827531,-7.12E-15,9.474976722,0.062322893,
-38.25689027,-7.09E-15,9.742934247,0.057654427,
-37.90799175,-7.11E-15,9.606574453,0.064421387,
-38.14420904,-7.11E-15,9.412470856,0.066587591,
-38.03930575,-7.11E-15,9.388545729,0.068219973,
-37.52749073,-7.11E-15,10.26117802,0.042253136,
-37.41276854,-7.11E-15,9.920587678,0.053125332,
-37.37458797,-7.12E-15,9.807236171,0.056743696,
-37.05558777,-7.06E-15,9.934890411,0.054765023,
-37.11845738,-7.08E-15,10.32658069,0.042661573,
-37.15756278,-7.10E-15,10.3203279,0.042622525,
-37.55591113,-7.12E-15,10.34555326,0.039610317,
-37.13058476,-7.08E-15,10.36258478,0.041599105,
-37.16834264,-7.11E-15,10.36107282,0.041422552,
-36.81400172,-7.11E-15,10.37526184,0.043079419,
-41.02069973,-7.11E-15,9.850240425,-6093.791016,
-40.99520796,-7.12E-15,9.863179299,-6090.901302,
-41.04491662,-7.11E-15,9.961174834,-6116.822306,
-41.19178311,-7.09E-15,10.63395106,-6256.49857,
-40.98216747,-7.05E-15,10.37994027,-6267.446529,
-41.12095482,-7.13E-15,10.30949588,-6189.137854,
-41.32091401,-7.10E-15,10.13307416,-6041.753246,
-41.27021086,-7.11E-15,10.71399854,-6231.082865,
-41.43010914,-7.12E-15,10.5353311,-6111.839103,
-40.69997217,-7.08E-15,11.3374811,-6860.720386,
-40.64538269,-7.10E-15,11.3051794,-6878.909081,
-40.64212208,-7.10E-15,11.36542074,-6916.614292,
-40.79292472,-7.11E-15,11.29258817,-6771.090646,
-41.10807109,-7.12E-15,11.14038314,-6501.202319,
-40.94254606,-7.09E-15,11.04243864,-6522.361274,
-40.79020694,-7.17E-15,11.04108317,-6625.255272,
-41.1373614,-7.08E-15,11.04417204,-6436.686925,
-40.74879385,-7.11E-15,11.36636987,-6844.447846,
-40.69133299,-7.09E-15,11.3658586,-6883.321731,
-40.34417853,-7.11E-15,11.36276973,-7118.181464,
-41.03848745,-7.11E-15,11.36894747,-6657.053977,
-20.65695457,-7.11E-15,3.668875053,8.206841343,
-19.17609436,-7.10E-15,3.018627784,9.784984668,
-19.13888234,-7.10E-15,2.989774433,9.958273571,
-19.136845,-7.11E-15,3.022518234,9.957094779,
-19.22181368,-7.08E-15,2.61594955,7.959226292,
-18.66077784,-7.11E-15,2.671993771,9.733183715,
-19.17265872,-7.13E-15,3.048887594,9.856571855,
-20.60134182,-7.08E-15,3.646983219,8.190206496,
-19.34831562,-7.11E-15,2.690338087,7.977121868,
-19.26876935,-7.11E-15,3.025235005,9.47271298,
-19.72633454,-7.09E-15,2.91262934,8.096957101,
-20.28001035,-7.11E-15,2.776371087,6.432226522,
-20.01474031,-7.06E-15,2.841653389,7.229810833,
-20.7016399,-7.10E-15,3.320925534,7.03321323,
-20.22607532,-7.11E-15,3.121837929,7.633386286,
-20.19342177,-7.09E-15,3.330991706,8.366164981,
-20.2441734,-7.12E-15,3.005915378,7.227246949,
-19.96249576,-7.08E-15,3.011494509,7.893704812,
-19.71011907,-7.09E-15,3.016493282,8.490835736,
-19.90418561,-7.09E-15,3.201054193,8.623988859,
-20.69629154,-7.07E-15,3.338312439,7.098346119,
-20.17214028,-7.06E-15,3.467304772,8.854517055,
-19.6723995,-7.09E-15,3.258096183,9.408655579,
-19.86219768,-7.08E-15,3.337552194,9.198197505,
-19.27620669,-7.11E-15,3.092236317,9.847974737,
-16.04242095,-7.11E-15,1,0.00738003,
-16.04242643,-7.09E-15,1.000005708,-0.138726692,
-12.27010483,-7.08E-15,1.260968678,10.59921769,
-12.25035092,-7.09E-15,1.334374994,13.58060813,
-12.31216404,-7.04E-15,1.293146805,10.71337047,
-12.2151375,-7.10E-15,1.465229405,18.8952474,
-12.16036934,-7.09E-15,1.668749988,27.16121626,
-12.50374901,-7.11E-15,1.439722219,16.0701292,
-12.36605235,-7.10E-15,1.334374994,12.22009969,
-12.75167347,-7.11E-15,1.000012765,4.67E-04,
-12.66169533,-7.11E-15,1.334374994,12.22009969,
-12.94326791,-7.13E-15,1.146571392,5.356611742,
-12.7516882,-7.09E-15,1,9.10E-12,
-12.75167691,-7.12E-15,1,9.09E-12,
-12.75166562,-7.09E-15,1,9.09E-12,
-13.16302133,-7.12E-15,1,2.18E-11,
-12.61121966,-7.13E-15,1.521944517,19.22153365,
-13.09279367,-7.08E-15,1.260968678,9.19975396,
-12.34032218,-7.11E-15,1.668749988,24.85903669,
-12.95733832,-7.08E-15,1.334374994,12.01864298,
-12.34033249,-7.11E-15,1,7.96E-12,
-12.12964566,-7.11E-15,1.782920356,31.91521574,
-13.57435445,-7.09E-15,1,-0.547833825,
-12.13464948,-7.10E-15,1.334374994,14.94111657,
-11.92899936,-7.10E-15,1,2.73E-12,
-11.92898464,-7.09E-15,1.000012765,5.70E-04,
-11.8390065,-7.12E-15,1.334374994,14.94111657,
-11.9804165,-7.11E-15,1.668749988,29.53462119,
-11.54336351,-7.11E-15,1.334374994,14.98038832,
-11.78853083,-7.11E-15,1.521944517,23.14466665,
-11.92897679,-7.10E-15,1,2.73E-12,
-11.447416,-7.13E-15,1.260968678,11.7852552,
-11.51764366,-7.11E-15,1,-1.32E-11,
-11.92898808,-7.13E-15,1,2.73E-12,
-11.10631053,-7.10E-15,1,0.28410363,
-13.5743614,-7.11E-15,1.000007528,-0.903002759,
-13.57436574,-7.09E-15,1,0.00762725,
-12.48271709,-7.13E-15,1.82308366,30.81650537,
-13.02853924,-7.08E-15,1.411545594,14.231967,
-12.64378653,-7.09E-15,1.701640795,25.92248942,
-13.10907789,-7.09E-15,1.3508212,11.78483967,
-12.17849517,-7.11E-15,2.052460391,41.48081211,
-13.57437381,-7.10E-15,1.000017714,0.001963863,
-13.57437703,-7.09E-15,1,-0.061033168,
-17.63668246,-7.17E-15,3.856003468,20.38966424,
-17.66928095,-7.07E-15,3.853150815,20.05364052,
-17.62973585,-7.07E-15,3.82071306,20.64888362,
-17.93590521,-7.09E-15,3.446090338,16.62854638,
-18.14390647,-7.11E-15,3.599240016,16.79247718,
-18.14547377,-7.11E-15,3.189666428,14.47873013,
-18.26955314,-7.09E-15,3.03784539,13.20588731,
-18.66006834,-7.11E-15,2.857404713,10.77052116,
-18.49690678,-7.10E-15,2.759660008,10.87362642,
-18.6582826,-7.11E-15,3.324063805,13.23860743,
-19.07072817,-7.10E-15,3.103417461,10.38898477,
-18.44706916,-7.09E-15,3.437056828,14.69789959,
-17.60742868,-7.07E-15,3.842351937,20.89552402,
-17.62886992,-7.13E-15,2.41154686,11.03388824,
-17.84446823,-7.10E-15,2.44226215,10.80034193,
-18.1450408,-7.09E-15,2.485083328,10.2085445,
-17.91283111,-7.11E-15,2.769210479,12.56747603,
-17.62930289,-7.12E-15,3.11612996,16.02314436,
-17.77781304,-7.10E-15,3.137287512,15.15533165,
-18.14532299,-7.11E-15,2.944292,12.9607993,
-17.62895834,-7.13E-15,2.5554358,12.0527869,
-17.62936379,-7.11E-15,3.215244692,16.72499029,
-17.35998961,-7.09E-15,2.19542435,10.37769228,
-17.44894396,-7.11E-15,2.09612453,9.240702864,
-17.13974906,-7.10E-15,2.114583313,10.54163339,
-17.09142633,-7.11E-15,2.495221791,13.81039253,
-17.20365509,-7.11E-15,2.369940719,12.37591608,
-16.81356105,-7.10E-15,2.393229142,13.89891468,
-17.28115411,-7.09E-15,1.993788165,9.086225664,
-16.99196396,-7.11E-15,2.240828607,12.06270752,
-16.70277381,-7.11E-15,2.487869048,15.28930734,
-16.95836623,-7.09E-15,2.643756908,15.5644343,
-16.77362703,-7.15E-15,2.711091517,17.31237024,
-17.0916612,-7.13E-15,2.877431964,16.7379684,
-16.97770494,-7.13E-15,2.987974229,18.82822698,
-17.18847315,-7.08E-15,3.047149833,17.65795262,
-17.36069853,-7.11E-15,3.349072512,19.29457521,
-17.29256681,-7.10E-15,3.415163083,20.02023744,
-17.41858007,-7.08E-15,3.450542758,19.84461173,
-17.05671647,-7.06E-15,3.095173126,19.12735044,
-17.33980591,-7.08E-15,3.479254734,20.19907618,
-17.19427293,-7.12E-15,2.788443692,15.63279874,
-17.42204762,-7.10E-15,3.295868557,18.88279308,
-17.36026556,-7.11E-15,2.644489412,13.80333194,
-17.43376201,-7.09E-15,2.773333644,14.56693978,
-17.43816501,-7.12E-15,2.576932439,12.94477297,
-17.36039506,-7.09E-15,2.855233242,15.52486032,
-16.66077101,-7.11E-15,2.393229142,14.53861445,
-16.71685206,-7.11E-15,2.336438291,13.59137376,
-16.6069136,-7.11E-15,2.271878644,13.50493516,
-16.48265895,-7.09E-15,1.991910431,11.12012958,
-16.75830227,-7.09E-15,1.890584629,9.261401595,
-16.53710326,-7.11E-15,2.114583313,12.16507312,
-16.93593416,-7.12E-15,2.114583313,10.99421735,
-17.0107437,-7.11E-15,2.038826924,10.10737138,
-16.86409084,-7.11E-15,1.952707317,9.615915243,
-16.73365675,-7.09E-15,2.114583313,11.44531786,
-16.33873922,-7.11E-15,2.479752548,17.33853914,
-16.28366496,-7.13E-15,2.074832656,13.0776677,
-16.23857422,-7.11E-15,2.557394901,18.66509473,
-16.26464887,-7.11E-15,2.616145805,19.16575256,
-16.58202997,-7.11E-15,2.538183875,16.7284791,
-16.22652701,-7.11E-15,2.686324515,20.10123711,
-16.2849842,-7.11E-15,2.661964982,19.54663704,
-15.89288076,-7.11E-15,2.825357307,23.26663426,
-16.14098112,-7.11E-15,2.337499976,16.94755083,
-15.87102405,-7.09E-15,2.834465155,24.3023201,
-15.86767735,-7.12E-15,2.83542806,24.76280706,
-15.85652461,-7.10E-15,2.838636901,24.84914452,
-15.86840339,-7.16E-15,2.838500772,24.70491664,
-15.87044484,-7.13E-15,2.838477377,24.11972902,
-15.86966852,-7.09E-15,2.843854986,24.18416663,
-15.80725358,-7.11E-15,3.276207049,29.32014472,
-15.50255572,-7.11E-15,2.940480026,27.82301527,
-16.4544949,-7.13E-15,2.787991337,19.94306143,
-16.07224949,-7.24E-15,2.988513363,24.02688564,
-16.53710139,-7.11E-15,2.849406903,19.70702704,
-16.17217749,-7.13E-15,3.062806976,24.24964078,
-16.37463631,-7.15E-15,2.944413174,21.72941057,
-15.97564559,-7.13E-15,3.17773483,26.6960919,
-13.98571016,-7.13E-15,1,-1.36E-12,
-14.02731869,-7.11E-15,1.105888167,2.480062402,
-14.39704329,-7.11E-15,1,9.10E-13,
-14.39706586,-7.11E-15,1,9.10E-13,
-14.48027279,-7.08E-15,1.211779239,4.960192857,
-14.66895667,-7.08E-15,1.157740662,3.564207456,
-14.39705457,-7.14E-15,1,9.09E-13,
-13.84626784,-7.12E-15,1.157740662,3.662751658,
-14.11816611,-7.10E-15,1.315485652,7.417156087,
-14.10717359,-7.10E-15,1.309108208,7.26536993,
-14.52363552,-7.12E-15,1.32213161,7.529325638,
-14.12962147,-7.10E-15,1.32213161,7.575332986,
-14.80839899,-7.11E-15,1,-0.160336986,
-14.39006439,-7.06E-15,1.473230643,11.25062319,
-13.88134865,-7.10E-15,1.705212081,15.78213576,
-13.88908529,-7.08E-15,1.380125025,8.659160484,
-13.75401272,-7.11E-15,1.412691101,9.23228504,
-13.96052067,-7.08E-15,1.751144663,17.04803738,
-13.9336583,-7.08E-15,1.825379817,18.47281707,
-14.00745404,-7.11E-15,1.994906211,22.26869035,
-13.97298804,-7.13E-15,1.815897395,18.5121181,
-14.04302612,-7.10E-15,1.799011172,18.20542124,
-14.23241895,-7.09E-15,1.908889653,20.85291191,
-14.20379988,-7.09E-15,1.760248524,17.50139274,
-14.11443645,-7.06E-15,1.325792728,7.672347451,
-14.12468251,-7.09E-15,1.34933038,8.210397407,
-14.11989713,-7.16E-15,1.324476154,7.648435121,
-14.29408203,-7.09E-15,1.738481444,17.12700549,
-14.11330388,-7.11E-15,2.238068533,27.76761797,
-13.87455571,-7.17E-15,1.813084984,18.55694146,
-13.82364839,-7.13E-15,1.743437536,17.24656068,
-13.55103297,-7.08E-15,1.370466186,9.141147998,
-13.75580593,-7.10E-15,1.788382033,19.15096636,
-13.52770415,-7.09E-15,1.7409311,19.73003527,
-13.62549001,-7.12E-15,1.874714157,22.8090647,
-13.87019943,-7.15E-15,1.88226322,20.4359869,
-13.85122688,-7.13E-15,2.183549898,28.67674437,
-13.51465584,-7.11E-15,1.948139939,25.65262325,
-13.59382186,-7.12E-15,2.130003153,29.95067138,
-13.53607194,-7.11E-15,1.608049333,15.93191568,
-13.50437532,-7.17E-15,2.111396013,30.34289625,
-13.00924848,-7.11E-15,1.717885647,23.39250455,
-13.314384,-7.11E-15,1.522217406,14.75322419,
-12.46746398,-7.11E-15,2.065305109,38.71226929,
-12.70873301,-7.13E-15,1.910591272,31.90097739,
-12.99024979,-7.10E-15,2.0195874,32.44446828,
-12.98591965,-7.09E-15,2.088350561,34.5023546,
-13.05441244,-7.10E-15,2.044429543,32.56833947,
-13.36917695,-7.08E-15,1.733884536,20.45976375,
-13.19144832,-7.10E-15,2.097486349,32.83344014,
-12.90388559,-7.09E-15,2.084704131,35.16847982,
-15.07336294,-7.13E-15,1.752283033,12.17675558,
-15.25948781,-7.10E-15,1.724209028,11.84510435,
-15.24325127,-7.11E-15,1.540218771,8.808171701,
-15.19995599,-7.11E-15,2.006042202,16.1367228,
-15.27960726,-7.10E-15,1.952199926,15.36444272,
-15.7662781,-7.11E-15,1.344709748,5.476204201,
-15.4653225,-7.11E-15,1.39010416,6.363655573,
-15.60957578,-7.08E-15,1.540314478,8.660101315,
-15.4901238,-7.12E-15,1.68942122,11.08714143,
-15.70731748,-7.09E-15,1.226521593,3.699822793,
-15.3722048,-7.11E-15,1.453049401,7.388676761,
-15.21396951,-7.11E-15,2.034132693,16.45550499,
-15.03709213,-7.06E-15,1.679577209,10.86506325,
-16.07594052,-7.11E-15,1.40422925,4.954478239,
-16.10944597,-7.08E-15,1.808462432,10.15001336,
-16.25456882,-7.11E-15,1.879795686,10.40790212,
-15.88603447,-7.11E-15,1.668749988,9.179128088,
-15.87016906,-7.11E-15,1.690848968,9.532069982,
-15.90300579,-7.11E-15,1.706989434,9.616872302,
-16.0410721,-7.11E-15,1.625948871,8.011525285,
-15.94476237,-7.06E-15,1.339750333,4.59799848,
-15.84708558,-7.11E-15,1.679502579,9.46232207,
-15.86427327,-7.10E-15,1.619718073,8.60637134,
-16.00970223,-7.09E-15,1.947395816,12.29091851,
-15.82622681,-7.11E-15,1.752056267,10.50109259,
-15.74940878,-7.09E-15,2.019254826,14.30642921,
-16.08826198,-7.13E-15,2.180841454,15.13976769,
-15.79708104,-7.10E-15,2.338811101,18.47014082,
-15.81049638,-7.09E-15,2.428736642,19.64752965,
-15.63108782,-7.09E-15,1,1.41E-11,
-15.21975469,-7.11E-15,1,-8.18E-12,
-15.21974341,-7.08E-15,1,-8.19E-12,
-15.21973212,-7.11E-15,1,-8.19E-12,
-15.21975637,-7.10E-15,1.000038518,6.22E-04,
-15.3510223,-7.11E-15,1.39010416,6.297218324,
-15.2367221,-7.11E-15,1.39010416,6.297218324,
-14.88462864,-7.08E-15,1.226521593,3.446017088,
-14.93967788,-7.08E-15,1.39010416,6.108239342,
-15.14551774,-7.06E-15,2.019218878,16.43172795,
-14.97201244,-7.12E-15,1.80659709,13.52757986,
-15.17481191,-7.11E-15,2.055117374,16.80148446,
-14.82308762,-7.11E-15,2.097262491,19.88165829,
-14.88069402,-7.09E-15,2.212736091,21.6023843,
-14.71972608,-7.11E-15,2.298999329,24.41786286,
-14.72140216,-7.12E-15,1.403703477,7.678309534,
-14.76148387,-7.11E-15,1.591681722,10.9311891,
-14.59665554,-7.09E-15,1.53911557,11.10803377,
-15.54865773,-7.12E-15,1.853687634,12.8978483,
-15.60904494,-7.13E-15,2.023155015,14.90762736,
-15.25639095,-7.10E-15,2.032953959,16.38326616,
-14.51305158,-7.12E-15,2.27823353,25.77994866,
-14.60383843,-7.09E-15,2.027340733,20.38838423,
-14.23240968,-7.09E-15,2.250035792,27.32471993,
-14.69382973,-7.13E-15,1.778646441,14.99495233,
-14.48469605,-7.11E-15,1.757633553,16.12133089,
-14.38265103,-7.08E-15,1.956800852,20.65947744,
-14.97814178,-7.09E-15,2.518785065,25.941743,
-15.06855415,-7.08E-15,2.305629706,21.68679121,
-14.8430634,-7.13E-15,2.537530813,27.12731989,
-14.91290124,-7.09E-15,2.672595556,28.63266824,
-14.94814967,-7.15E-15,2.589494177,27.35321989,
-15.0104677,-7.09E-15,2.620309376,27.31697428,
-15.12892177,-7.08E-15,2.992331756,32.34358808,
-15.23882387,-7.11E-15,2.73322759,27.18415706,
-15.27741144,-7.11E-15,2.477253372,22.67916494,
-15.35177573,-7.11E-15,2.466933334,21.86382346,
-15.29411946,-7.11E-15,2.285855358,19.52816159,
-15.34374319,-7.10E-15,2.441705978,21.53842457,
-15.47351687,-7.11E-15,2.849279263,26.79557072,
-15.23371743,-7.10E-15,2.977788548,31.20030965,
-15.08162119,-7.11E-15,2.99889598,32.36998627,
-15.49486517,-7.11E-15,2.203289718,17.76420458,
-15.60240017,-7.13E-15,2.645947666,23.31470136,
-15.71689736,-7.05E-15,2.361881368,19.05366839,
-15.73881862,-7.06E-15,2.4307283,19.89714471,
-15.76202593,-7.16E-15,2.394115496,19.31575496,
-15.44968828,-7.11E-15,2.438762158,21.10684699,
-26.74318344,-7.09E-15,8.851755644,1.40677797,
-26.85184125,-7.16E-15,8.2528618,1.571047341,
-26.63941736,-7.09E-15,8.068934689,1.706912949,
-26.76475741,-7.22E-15,7.378092626,1.843786209,
-26.64767088,-7.08E-15,8.131200023,1.683040306,
-26.5810136,-7.11E-15,7.628331349,1.875841071,
-26.55198392,-7.11E-15,7.251304396,1.921833001,
-26.60175079,-7.11E-15,7.145237619,1.923569383,
-26.76610102,-7.09E-15,9.02464794,1.330042207,
-26.53565127,-7.10E-15,7.286113733,1.966253935,
-26.99168942,-7.08E-15,9.024601673,1.255587798,
-27.47000373,-7.11E-15,9.024503574,1.112476668,
-28.01310759,-7.11E-15,9.024392187,0.949980573,
-28.17390644,-7.11E-15,9.024359208,0.901869729,
-24.63292956,-7.16E-15,3.997367604,2.713186001,
-24.78380912,-7.12E-15,4.238676591,2.748327258,
-25.00323131,-7.11E-15,3.863682458,2.377964514,
-24.90836194,-7.09E-15,4.437879938,2.777336771,
-25.57073047,-7.11E-15,4.057559897,2.170936908,
-24.83633766,-7.09E-15,4.322688026,2.760561645,
-25.54457285,-7.11E-15,4.10226345,2.188869602,
-25.39013479,-7.16E-15,3.724003807,2.073756325,
-25.58424796,-7.11E-15,4.034458398,2.149379194,
-25.86654423,-7.08E-15,3.552012004,1.699172848,
-24.95428265,-7.12E-15,4.195183204,2.604688871,
-25.59354289,-7.11E-15,4.049324229,2.133949469,
-26.14734002,-7.11E-15,3.450640009,1.512863321,
-25.61441327,-7.11E-15,4.026762239,2.110543241,
-25.03974576,-7.11E-15,4.648008448,2.763337835,
-24.34708632,-7.11E-15,4.736557105,3.422550458,
-24.84316205,-7.16E-15,4.777264453,3.039525997,
-24.32338753,-7.08E-15,4.200894976,3.028610095,
-24.22244523,-7.11E-15,4.726329215,3.442837738,
-24.23633576,-7.11E-15,4.654024947,3.385836454,
-24.20606349,-7.11E-15,4.811600982,3.510061989,
-24.37646086,-7.16E-15,5.084125744,3.614177065,
-24.12150293,-7.08E-15,5.251763453,3.889190395,
-25.25732637,-7.05E-15,4.623819117,2.565245647,
-25.59250909,-7.08E-15,5.003526597,2.479790712,
-25.63982214,-7.08E-15,4.581295489,2.33350642,
-25.26214116,-7.05E-15,4.926407245,2.666666807,
-26.06527609,-7.09E-15,5.113886837,2.203294172,
-25.5594469,-7.08E-15,5.298580224,2.542998223,
-26.06731651,-7.09E-15,5.242118271,2.231526579,
-26.05606515,-7.08E-15,4.535020043,2.071830639,
-26.07855504,-7.11E-15,5.948409674,2.332181845,
-26.37117557,-7.02E-15,3.962871607,1.655065968,
-26.19361927,-7.13E-15,3.98261127,1.757544153,
-26.21635698,-7.13E-15,4.243976914,1.857855813,
-26.68628599,-7.11E-15,3.39072317,1.242317116,
-26.17483069,-7.12E-15,3.766639993,1.672202146,
-26.60558257,-7.10E-15,3.537256984,1.348026858,
-25.65729563,-7.11E-15,4.042236574,2.076932902,
-25.59577629,-7.11E-15,4.074996714,2.125043208,
-26.01804602,-7.16E-15,4.17241532,1.937482394,
-26.71568276,-7.10E-15,3.430185766,1.254784078,
-26.57435964,-7.13E-15,4.235628433,1.634360812,
-26.74909407,-7.13E-15,4.47019411,1.612000683,
-26.28889331,-7.13E-15,4.513241295,1.911045339,
-26.76034544,-7.09E-15,5.177292338,1.743828226,
-26.18409798,-7.09E-15,5.231194531,2.123014644,
-26.20530861,-7.09E-15,5.085880464,2.080522568,
-26.75713476,-7.09E-15,4.975515746,1.705710376,
-26.07943612,-7.11E-15,5.948233459,2.337442768,
-26.77041371,-7.11E-15,5.810038583,1.862165402,
-24.95899523,-7.05E-15,5.18972894,3.078880167,
-24.66489509,-7.08E-15,5.445193197,3.486397557,
-25.10058757,-7.08E-15,5.600285401,3.104416211,
-26.08281808,-7.11E-15,5.952038358,2.396263358,
-26.07943852,-7.11E-15,5.94916169,2.398532574,
-24.0858328,-7.11E-15,6.909217464,4.136980668,
-23.56169964,-7.13E-15,6.891593886,4.580489394,
-23.62993842,-7.16E-15,7.003521302,4.64236513,
-23.90819549,-7.10E-15,5.876604419,4.243370049,
-24.45090411,-7.11E-15,6.284040914,3.764291703,
-24.02383176,-7.10E-15,5.880492601,4.114832531,
-23.71758,-7.08E-15,6.434973914,4.557334567,
-23.91954147,-7.10E-15,5.843368684,4.224681991,
-23.97291751,-7.10E-15,5.83238281,4.156622932,
-23.93539548,-7.10E-15,5.796927571,4.198568706,
-24.99379694,-7.11E-15,5.913106942,3.249023959,
-24.89862611,-7.11E-15,6.191890632,3.356198167,
-26.07628386,-7.11E-15,5.949504741,2.27192296,
-24.76564155,-7.11E-15,6.581441956,3.497175941,
-24.49526747,-7.09E-15,6.711805093,3.749934945,
-25.28691126,-7.05E-15,6.330107383,3.009867348,
-22.40554087,-7.05E-15,3.250992725,4.109737899,
-22.73379643,-7.11E-15,3.439392256,4.129295764,
-23.02301723,-7.08E-15,3.605388119,4.012219602,
-23.31212359,-7.11E-15,3.771318302,3.895189764,
-22.34275193,-7.11E-15,3.856119741,5.037352953,
-22.23446219,-7.11E-15,3.896033086,5.280415881,
-22.76676723,-7.11E-15,4.201545117,4.985065079,
-22.89086952,-7.10E-15,4.103641915,4.737051057,
-22.25549845,-7.11E-15,3.816717299,5.136466369,
-22.19587643,-7.10E-15,4.04151803,5.544455205,
-22.5757764,-7.09E-15,4.352216097,5.406347157,
-23.05234606,-7.11E-15,4.176562443,4.660978964,
-23.64049359,-7.11E-15,3.959783514,3.741099901,
-22.85193855,-7.09E-15,4.250428481,4.974421888,
-22.0633835,-7.04E-15,4.541073448,6.470383926,
-23.92459746,-7.05E-15,4.416504078,3.64434846,
-24.14484603,-7.11E-15,4.725669373,3.481072625,
-24.1667629,-7.11E-15,4.756434321,3.464825095,
-23.9690647,-7.11E-15,4.863321468,3.822752283,
-23.41901234,-7.08E-15,5.160711759,4.818607017,
-23.47999127,-7.15E-15,5.246308551,4.772798448,
-23.36503063,-7.05E-15,4.719038446,4.657428882,
-23.1768469,-7.08E-15,4.820781517,4.998130383,
-23.30966698,-7.08E-15,5.007222496,4.899667499,
-23.7676315,-7.08E-15,4.196169271,3.771649443,
-23.10277675,-7.13E-15,4.716808449,5.08745501,
-23.41197499,-7.11E-15,4.474679295,4.475524708,
-23.26408833,-7.19E-15,5.244472685,5.098195341,
-22.508707,-7.10E-15,5.182016799,6.263170868,
-22.43792199,-7.12E-15,5.237447626,6.448868708,
-21.74250847,-7.10E-15,4.32506856,6.954671604,
-21.77799,-7.09E-15,4.632600246,7.365108282,
